comment,category
richard simmons fighting for life in estrogen tent,1
iconic '90s band helped this couple open up about their sexuality,0
amplifyd.com challenges starbucks and peet's coffee to use organic milk,0
jimmy fallon six tantalizing months from disappearing forever,1
new dating website helps plus-size jewish plane crash survivors find love,1
"tyler, the creator, is a huge fan of tesla ceo elon musk",0
priest regrets vow of celibacy after learning about furries,1
making sense of probiotics and prebiotics,0
classic movie 'avatar' updated for today's audiences,1
hanes unveils w-neck t-shirt,1
i was pranked by muhammed ali,0
infographic: how to respond to an outbreak - success factors for fighting off ebola,0
"unpublished twain autobiography rails against youtube, bp, war in afghanistan",1
men and women of armed forces thank local woman for song dedication,1
10 of the best beauty buys from sephora's vib spring sale,0
amsterdam tourist can't find 'kind bud' in phrasebook,1
how i came to follow my passion,0
"egg lobbyists targeted bloggers, media to fight vegan startup",0
"ricky martin's style evolution, from menudo to mullets and beyond",0
study: 80 percent of all hermits recovering from broken hearts,1
how a social media post led a teen into sex trafficking,0
teen learns the negligible value of a dollar,1
coach angry every player gets a trophy,1
epa urges nation to develop new air source,1
dear mr. president: a dispatch from bowling green,0
25 halloween costumes for men with beards,0
rahm emanuel is andrew cuomo: hillary are you listening?,0
much ado...,0
family without candy sits huddled in darkened house like londoners during the blitz,1
isn't she going to miss a father?,0
obama clinches 'joe cabernet sauvignon' vote,1
4 classic italian wines that are easily available in the u.s.,0
12 useful gifts every college grad needs,0
"woman deriving some sort of sick pleasure from healthy new diet, lifestyle",1
nra visits colorado police evidence room to check up on rifle used in planned parenthood shooting,1
a stranger was bleeding in the parking lot. this man saved his life with a shirt and a bear hug,0
11 of the best doughnut recipes you've ever seen,0
the 1 good movie netflix adds this week,0
white house increases security after man shows up at oval office looking for obama,1
why i'm proud of 'that belly',0
fcc chair unveils premium comment line to fast-track net neutrality complaints for $49.99 per month,1
critics accuse joe biden of running for president for political reasons,1
lena heady goes dark and dramatic for the 2014 emmys,0
staples adds 'staff picks' section,1
disciplinarian parent annoying restaurant much more than unruly toddler ever could,1
ukrainian lawmaker outlines details on alleged payments to trump campaign chief,0
gop leaders assure sobbing rubio it not his fault party splitting up,1
dripping-wet josh holloway enters local restaurant,1
idiotic tree keeps trying to plant seeds on sidewalk,1
supposed adult pays man to sit in room and listen to him talk about his feelings,1
millions of plants sent from nation's garden departments to their deaths,1
lazy daredevil to lie across 12 couches,1
email from mom sent at 5:32 a.m.,1
"nation's women clarify they harbor no secret desire to see colleagues', acquaintances', strangers' genitals",1
that 'historic' middle-class tax cut trump promised? still just a promise.,0
new hampshire lets debunked gay conversion therapy remain legal,0
lucrative new oil extraction method involves drilling directly into gas stations,1
ellen recruits hollywood's biggest lgbtq stars to pay tribute to obama,0
help from pinterest for my daughter's party? not this time,0
5 things men can do to strengthen their relationship,0
devotees visit ihop to get foreheads marked with syrup cross on national pancake day,1
chinese military plane makes first public landing on disputed island,0
lyndon johnson pulls ahead in poll of nation's alzheimer's patients,1
once-loyal enabler betrays man by suggesting therapy,1
5-year-old reluctantly lets crying mom sleep in his bed again,1
senate candidate asks gop opponents to sign pledge limiting outside spending,0
"bush vows to do 'that thing gore just said, only better'",1
quaker oats assembly-line worker fired for 'oops! all berries' incident,1
book-club meeting degenerates into discussion of oscars,1
biden forges president's signature on executive order to make december dokken history month,1
light playing beautifully off eric trump's gums at inaugural ball,1
trump vows to kill 50 years of federal health and safety protections,0
this interfaith couple refuses to let their parents keep them apart,0
area man thinks he was fired because of recession,1
'ant-man and the wasp' trailer brings the fun after 'avengers: infinity war',0
barack obama 'singing' 'all i want for christmas' is a gift,0
"stop right now, this is the most precious beach town you'll ever see",0
democrats agree to compromise on superdelegates and other reforms,0
toeing the race line: what i am and what i am not.,0
adorable baby is moved to tears while listening to mom sing,0
staffers frantically trying to restore chaos to white house before trump returns from asia trip,1
aerosol can surprisingly upfront about giving you cancer,1
mike tyson does his best drake impression after seeing 'hotline bling' meme,0
media ignores cancer struggle of champion unicyclist,1
gunman kills guard and then self at nyc federal building,0
jamie lynn spears loses custody of fetus,1
twitter now revoking verified profiles that break its new rules,0
oscar countdown 2002 begins,1
puppy dies adorable death,1
speculation on name of royal baby ends,1
focus group reveals: 95 percent of americans would like to go home,1
paul ryan awaiting soulcycle instructor's approval before accepting speaker role,1
how the 'bachelor in paradise' premiere handled the shutdown,0
newly sworn-in north korean official wondering how he'll eventually be executed,1
sexism in the kitchen,0
dad's marine corps training evident during christmas-present opening,1
gm covered with giant tarp until it has money to work on cars again,1
woman perfectly breaks down why she's not 'just' a nurse,0
